Sentence,processed_text,Sentiment
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,finnish laboratory liquid handling diagnostic test systems developer biohit oyj omx helsinki biobv issued tuesday june profit warning financial year,neutral
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",pleased receive nomination committee request confidence says jon risfelt,positive
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",aapl stock climbs barron sees upside jim cramer take https,positive
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",company also said november real estate fund ky signed agreement finnish window maker fenestra oy build window plant forssa southern finland,positive
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",third quarter net sales increased eur million comparable currency rates growth,positive
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,itv pursue takeover canada entertainment one bloomberg,positive
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",cramo service company specialising construction machinery equipment rental services well rental sale modular space,neutral
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",depending market situation projects sold years completion,neutral
AstraZeneca weighing up Acerta bid to secure blood cancer drug,astrazeneca weighing acerta bid secure blood cancer drug,positive
$HRL ready to pop! http://stks.co/s0Ny4,hrl ready pop http,positive
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,news feedftse movers lse surges ice says mulling offer ashtead barclays tank,positive
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai,neutral
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",sales vat inclusive expanded percent million euros,positive
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,operating profit increased eur mn eur mn,positive
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",alexandria united states patent issued assigned nokia espoo finland,neutral
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,country germany sector estate target caverion gmbh buyer yit oyj deal size usd type corporate acquisition status agreed,neutral
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,amrn accumulating think buy hold peace go,positive
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,operating profit rose eur mn eur mn corresponding period,positive
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,last year sysopen digia invested ibm product building portal trading place systems successfully implemented customer solutions supported,positive
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",adp news feb finnish broadband data communication systems solutions company teleste oyj hel said today net profit decreased eur million usd eur million,neutral
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,payment mln euro mln also paid depending intellibis financial performance,neutral
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",currency effect pct mln euro mln negative impact revenue,negative
