source,text,processed_text,year,sentiment
kaggle,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,pretax profit rose eur mn eur mn 2005,2005.0,positive
kaggle,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",alliance aims tap pocketable mobile computers netbooks tablets mediaphones connected tvs infotainment systems,,neutral
kaggle,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,buffett company reports percent drop earnings,,negative
kaggle,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",tikkurila powder coatings employees four paint plants generated revenues 2010,2010.0,neutral
kaggle,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,finnish bore owned rettig family grown recently acquisition smaller shipping companies,,positive
kaggle,Satama and Trainers ' House will remain as names and independent brands of the business areas .,satama trainers house remain names independent brands business areas,,neutral
kaggle,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",operating profit totaled eur mn eur mn 2004,2004.0,neutral
kaggle,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",operating profit totalled eur mn eur mn year earlier,,negative
kaggle,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",complete name shareholder otto henrik bernhard nyberg information please contact friman ceo tel 7597 0711,7597.0,neutral
kaggle,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,emerging markets raisio chosen enter far marked relatively low per capita food consumption,,neutral
kaggle,$CAMT Looks like might break down. I'm out,camt looks like might break,,negative
kaggle,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,commission income fell eur mn eur mn corresponding period 2007,2007.0,neutral
kaggle,We are now taking Marimekko there on a distinctly more significant scale .,taking marimekko distinctly significant scale,,neutral
kaggle,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",earlier today geberit finnish rival uponor oyj cut sales growth forecast pct pct blaming tough conditions germany us well currency factors,,negative
kaggle,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",yesterday legrand issued million fixed rate deal maturing 2017,2017.0,neutral
kaggle,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",course direct access nokia ovi store lots fun downloading favorite media,,neutral
kaggle,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",operating result period decreased profit turnover decreased compared 2004,2004.0,negative
kaggle,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",cet monday shares bavarian nordic climbed stock exchange copenhagen lost past month,,positive
kaggle,Repeats sees 2008 EBITA above 18 pct of sales .,repeats sees 2008 ebita pct sales,2008.0,positive
kaggle,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,construction project scheduled start second quarter 2009 new building scheduled place end 2010,2009.0,neutral
kaggle,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",hope clarify policies finnish businesses gray areas motlanthe said,,neutral
kaggle,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,bank leasing arm nordea liising ended year profit million euros,,neutral
kaggle,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,company board directors proposed dividend per share 2006,2006.0,neutral
kaggle,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",however rapidly increasing costs strengthening euro challenging whole industry impacted results,,negative
kaggle,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",argentine agricultural export company calafate tapped compatriot firm finnegans software solution latter company said statement,,neutral
kaggle,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",delighted announce support intel based handheld platforms capabilities made development easier faster,,positive
kaggle,$NFLX and $TSLA making all kinds of gains 📈,nflx tsla making kinds gains,,positive
kaggle,Out of shorts $ALTR at 38.85 with loss,shorts altr loss,,positive
kaggle,"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",operating profit totalled eur mn eur mn first half 2008,2008.0,negative
kaggle,"$FB trend, hits mid 110's and drops",fb trend hits mid drops,,negative
kaggle,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",finland staff union boycotting group insurance sales tasks company refused take sale insurance account determining wages,,neutral
kaggle,"Several large stocks tacked lower , however .",several large stocks tacked lower however,,neutral
kaggle,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",jvc stop producing dvd players brazil jvc brazil subsidiary japan jvc group announced stop production dvd players brazil,,neutral
kaggle,"$AMZN trades in mid to upper range. No break out yet, either direction",amzn trades mid upper range break yet either direction,,neutral
kaggle,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,roshan net sales 2006 million ebitda million,2006.0,neutral
kaggle,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,terms conditions stock option scheme 2008 available company internet pages,2008.0,neutral
kaggle,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",earnings per share eps amounted loss,,positive
kaggle,Joint procurement will be later extended to the factories in the Baltic countries .,joint procurement later extended factories baltic countries,,neutral
